category,eu_ember_state,year,amount
intentional_homicide,Albania,2014,98
intentional_homicide,Serbia,2008,128
intentional_homicide,Serbia,2009,136
intentional_homicide,Serbia,2010,114
intentional_homicide,Serbia,2011,114
intentional_homicide,Serbia,2012,104
intentional_homicide,Serbia,2013,131
intentional_homicide,Serbia,2014,113
intentional_homicide,Turkey,2008,0
intentional_homicide,Turkey,2009,2090
intentional_homicide,Turkey,2010,1766
intentional_homicide,Turkey,2011,1688
intentional_homicide,Turkey,2012,1806
intentional_homicide,Turkey,2013,0
intentional_homicide,Turkey,2014,0
intentional_homicide,Bosnia & Herzegovina,2008,66
intentional_homicide,Bosnia & Herzegovina,2009,67
intentional_homicide,Bosnia & Herzegovina,2010,54
intentional_homicide,Bosnia & Herzegovina,2011,49
intentional_homicide,Bosnia & Herzegovina,2012,60
intentional_homicide,Bosnia & Herzegovina,2013,46
intentional_homicide,Bosnia & Herzegovina,2014,49
intentional_homicide,Kosovo,2008,113
intentional_homicide,Kosovo,2009,73
intentional_homicide,Kosovo,2010,106
intentional_homicide,Kosovo,2011,62
intentional_homicide,Kosovo,2012,90
intentional_homicide,Kosovo,2013,41
intentional_homicide,Kosovo,2014,39
assault,Belgium,2008,76314
assault,Belgium,2009,77665
assault,Belgium,2010,77741
assault,Belgium,2011,78767
assault,Belgium,2012,72251
assault,Belgium,2013,69632
assault,Belgium,2014,69162
assault,Bulgaria,2008,3216
assault,Bulgaria,2009,3122
assault,Bulgaria,2010,3038
assault,Bulgaria,2011,2462
assault,Bulgaria,2012,2410
assault,Bulgaria,2013,2470
assault,Bulgaria,2014,2533
assault,Czech Republic,2008,17875
assault,Czech Republic,2009,16887
assault,Czech Republic,2010,18073
assault,Czech Republic,2011,19409
assault,Czech Republic,2012,18358
assault,Czech Republic,2013,18689
assault,Czech Republic,2014,16949
assault,Denmark,2008,11203
assault,Denmark,2009,10573
assault,Denmark,2010,10598
assault,Denmark,2011,10373
assault,Denmark,2012,9557
assault,Denmark,2013,9260
assault,Denmark,2014,9295
assault,Germany,2008,518499
assault,Germany,2009,149301
assault,Germany,2010,142903
assault,Germany,2011,139091
assault,Germany,2012,136077
assault,Germany,2013,127869
assault,Germany,2014,125752
assault,Estonia,2008,140
assault,Estonia,2009,106
assault,Estonia,2010,103
assault,Estonia,2011,104
assault,Estonia,2012,99
assault,Estonia,2013,99
assault,Estonia,2014,77
assault,Ireland,2008,16186
assault,Ireland,2009,15580
assault,Ireland,2010,15038
assault,Ireland,2011,14709
assault,Ireland,2012,13566
assault,Ireland,2013,12644
assault,Ireland,2014,13206
assault,Greece,2008,8008
assault,Greece,2009,7869
assault,Greece,2010,7636
assault,Greece,2011,5024
assault,Greece,2012,4590
assault,Greece,2013,5611
assault,Greece,2014,5574
assault,Spain,2008,72803
assault,Spain,2009,80910
assault,Spain,2010,25077
assault,Spain,2011,18290
assault,Spain,2012,17353
assault,Spain,2013,16701
assault,Spain,2014,16776
assault,France,2008,187937
assault,France,2009,220126
assault,France,2010,220372
assault,France,2011,219645
assault,France,2012,222061
assault,France,2013,221899
assault,France,2014,227338
assault,Croatia,2008,1128
assault,Croatia,2009,1059
assault,Croatia,2010,986
assault,Croatia,2011,873
assault,Croatia,2012,903
assault,Croatia,2013,823
assault,Croatia,2014,766
assault,Italy,2008,65791
assault,Italy,2009,65611
assault,Italy,2010,64866
assault,Italy,2011,68500
assault,Italy,2012,69527
assault,Italy,2013,66317
assault,Italy,2014,66178
assault,Cyprus,2008,167
assault,Cyprus,2009,219
assault,Cyprus,2010,173
assault,Cyprus,2011,164
assault,Cyprus,2012,148
assault,Cyprus,2013,132
assault,Cyprus,2014,134
assault,Latvia,2008,1346
assault,Latvia,2009,1215
assault,Latvia,2010,1226
assault,Latvia,2011,1161
assault,Latvia,2012,1325
assault,Latvia,2013,458
assault,Latvia,2014,569
assault,Lithuania,2008,251
assault,Lithuania,2009,220
assault,Lithuania,2010,245
assault,Lithuania,2011,206
assault,Lithuania,2012,178
assault,Lithuania,2013,211
assault,Lithuania,2014,204
assault,Luxembourg,2008,2317
assault,Luxembourg,2009,2350
assault,Luxembourg,2010,2475
assault,Luxembourg,2011,2744
assault,Luxembourg,2012,2994
assault,Luxembourg,2013,3018
assault,Luxembourg,2014,3187
assault,Hungary,2008,12757
assault,Hungary,2009,12787
assault,Hungary,2010,14569
assault,Hungary,2011,14212
assault,Hungary,2012,13973
assault,Hungary,2013,13377
assault,Hungary,2014,13475
assault,Malta,2008,196
assault,Malta,2009,173
assault,Malta,2010,180
assault,Malta,2011,181
assault,Malta,2012,174
assault,Malta,2013,218
assault,Malta,2014,160
assault,Netherlands,2008,69005
assault,Netherlands,2009,65690
assault,Netherlands,2010,60280
assault,Netherlands,2011,59425
assault,Netherlands,2012,57325
assault,Netherlands,2013,52855
assault,Netherlands,2014,50335
assault,Austria,2008,3945
assault,Austria,2009,4023
assault,Austria,2010,3606
assault,Austria,2011,3897
assault,Austria,2012,4030
assault,Austria,2013,3734
assault,Austria,2014,3640
assault,Poland,2008,0
assault,Poland,2009,12559
assault,Poland,2010,11011
assault,Poland,2011,10703
assault,Poland,2012,9721
assault,Poland,2013,8571
assault,Poland,2014,7128
assault,Portugal,2008,33494
assault,Portugal,2009,33205
assault,Portugal,2010,30816
assault,Portugal,2011,28775
assault,Portugal,2012,27178
assault,Portugal,2013,25698
assault,Portugal,2014,24869
assault,Romania,2008,9457
assault,Romania,2009,9072
assault,Romania,2010,12301
assault,Romania,2011,12299
assault,Romania,2012,17219
assault,Romania,2013,17572
assault,Romania,2014,2279
assault,Slovenia,2008,2135
assault,Slovenia,2009,2177
assault,Slovenia,2010,2182
assault,Slovenia,2011,1974
assault,Slovenia,2012,2032
assault,Slovenia,2013,1849
assault,Slovenia,2014,1657
assault,Slovakia,2008,2702
assault,Slovakia,2009,2618
assault,Slovakia,2010,2426
assault,Slovakia,2011,2227
assault,Slovakia,2012,2183
assault,Slovakia,2013,2017
assault,Slovakia,2014,1957
assault,Finland,2008,34778
assault,Finland,2009,32878
assault,Finland,2010,33063
assault,Finland,2011,40154
assault,Finland,2012,38213
assault,Finland,2013,35503
assault,Finland,2014,32919
assault,Sweden,2008,84566
assault,Sweden,2009,86281
assault,Sweden,2010,87854
assault,Sweden,2011,89457
assault,Sweden,2012,87052
assault,Sweden,2013,80374
assault,Sweden,2014,83324
assault,UK England and Wales,2008,419119
assault,UK England and Wales,2009,399713
assault,UK England and Wales,2010,366878
assault,UK England and Wales,2011,336867
assault,UK England and Wales,2012,310953
assault,UK England and Wales,2013,321533
assault,UK England and Wales,2014,372647
assault,UK Scotland,2008,79892
assault,UK Scotland,2009,5621
assault,UK Scotland,2010,5493
assault,UK Scotland,2011,4693
assault,UK Scotland,2012,3643
assault,UK Scotland,2013,3268
assault,UK Scotland,2014,3166
assault,UK Northern Ireland,2008,1549
assault,UK Northern Ireland,2009,1605
assault,UK Northern Ireland,2010,1451
assault,UK Northern Ireland,2011,1446
assault,UK Northern Ireland,2012,1278
assault,UK Northern Ireland,2013,1093
assault,UK Northern Ireland,2014,1171
assault,Iceland,2008,77
assault,Iceland,2009,79
assault,Iceland,2010,57
assault,Iceland,2011,60
assault,Iceland,2012,74
assault,Iceland,2013,92
assault,Iceland,2014,0
assault,Liechtenstein,2008,88
assault,Liechtenstein,2009,90
assault,Liechtenstein,2010,77
assault,Liechtenstein,2011,78
assault,Liechtenstein,2012,69
assault,Liechtenstein,2013,103
assault,Liechtenstein,2014,120
assault,Norway,2008,3279
assault,Norway,2009,3093
assault,Norway,2010,2925
assault,Norway,2011,2837
assault,Norway,2012,2781
assault,Norway,2013,2566
assault,Norway,2014,2377
assault,Switzerland1,2008,8893
assault,Switzerland1,2009,524
assault,Switzerland1,2010,487
assault,Switzerland1,2011,487
assault,Switzerland1,2012,597
assault,Switzerland1,2013,568
assault,Switzerland1,2014,609
assault,Montenegro,2008,196
assault,Montenegro,2009,186
assault,Montenegro,2010,193
assault,Montenegro,2011,161
assault,Montenegro,2012,168
assault,Montenegro,2013,173
assault,Montenegro,2014,129
assault,FYR of Macedonia,2008,213
assault,FYR of Macedonia,2009,228
assault,FYR of Macedonia,2010,248
assault,FYR of Macedonia,2011,239
assault,FYR of Macedonia,2012,211
assault,FYR of Macedonia,2013,216
assault,FYR of Macedonia,2014,215
assault,Albania,2008,363
assault,Albania,2009,379
assault,Albania,2010,178
assault,Albania,2011,169
assault,Albania,2012,156
assault,Albania,2013,163
assault,Albania,2014,132
assault,Serbia,2008,1582
assault,Serbia,2009,1442
assault,Serbia,2010,1391
assault,Serbia,2011,1309
assault,Serbia,2012,1323
assault,Serbia,2013,1286
assault,Serbia,2014,1147
assault,Turkey,2008,0
assault,Turkey,2009,194059
assault,Turkey,2010,220882
assault,Turkey,2011,238395
assault,Turkey,2012,262330
assault,Turkey,2013,0
assault,Turkey,2014,0
assault,Bosnia & Herzegovina,2008,1474
assault,Bosnia & Herzegovina,2009,0
assault,Bosnia & Herzegovina,2010,505
assault,Bosnia & Herzegovina,2011,652
assault,Bosnia & Herzegovina,2012,618
assault,Bosnia & Herzegovina,2013,577
assault,Bosnia & Herzegovina,2014,592
assault,Kosovo,2008,3376
assault,Kosovo,2009,3539
assault,Kosovo,2010,3760
assault,Kosovo,2011,3743
assault,Kosovo,2012,3805
assault,Kosovo,2013,653
assault,Kosovo,2014,911
robbery,Belgium,2008,199159
robbery,Belgium,2009,189237
robbery,Belgium,2010,185295
robbery,Belgium,2011,195755
robbery,Belgium,2012,192234
robbery,Belgium,2013,180249
robbery,Belgium,2014,171686
robbery,Bulgaria,2008,2868
robbery,Bulgaria,2009,3596
robbery,Bulgaria,2010,3737
robbery,Bulgaria,2011,3110
robbery,Bulgaria,2012,2955
robbery,Bulgaria,2013,2977
robbery,Bulgaria,2014,2326
robbery,Czech Republic,2008,4641
robbery,Czech Republic,2009,4687
robbery,Czech Republic,2010,4019
robbery,Czech Republic,2011,3881
robbery,Czech Republic,2012,3416
robbery,Czech Republic,2013,3051
robbery,Czech Republic,2014,2547
robbery,Denmark,2008,3397
robbery,Denmark,2009,4020
robbery,Denmark,2010,3369
robbery,Denmark,2011,3273
robbery,Denmark,2012,2987
robbery,Denmark,2013,3192
robbery,Denmark,2014,2315
robbery,Germany,2008,49913
robbery,Germany,2009,49317
robbery,Germany,2010,48166
robbery,Germany,2011,48021
robbery,Germany,2012,48711
robbery,Germany,2013,47234
robbery,Germany,2014,45475
robbery,Estonia,2008,909
robbery,Estonia,2009,726
robbery,Estonia,2010,599
robbery,Estonia,2011,525
robbery,Estonia,2012,457
robbery,Estonia,2013,476
robbery,Estonia,2014,360
robbery,Ireland,2008,2299
robbery,Ireland,2009,2491
robbery,Ireland,2010,3196
robbery,Ireland,2011,2931
robbery,Ireland,2012,2817
robbery,Ireland,2013,2806
robbery,Ireland,2014,2648
robbery,Greece,2008,3293
robbery,Greece,2009,4715
robbery,Greece,2010,6079
robbery,Greece,2011,6636
robbery,Greece,2012,5992
robbery,Greece,2013,4919
robbery,Greece,2014,3800
robbery,Spain,2008,71421
robbery,Spain,2009,65159
robbery,Spain,2010,84411
robbery,Spain,2011,87718
robbery,Spain,2012,96607
robbery,Spain,2013,86034
robbery,Spain,2014,70855
robbery,France,2008,106633
robbery,France,2009,112765
robbery,France,2010,121038
robbery,France,2011,120966
robbery,France,2012,123814
robbery,France,2013,124657
robbery,France,2014,114093
robbery,Croatia,2008,1259
robbery,Croatia,2009,1411
robbery,Croatia,2010,1245
robbery,Croatia,2011,1382
robbery,Croatia,2012,1588
robbery,Croatia,2013,1523
robbery,Croatia,2014,1268
robbery,Italy,2008,64535
robbery,Italy,2009,50732
robbery,Italy,2010,47996
robbery,Italy,2011,58206
robbery,Italy,2012,62641
robbery,Italy,2013,63770
robbery,Italy,2014,58345
robbery,Cyprus,2008,71
robbery,Cyprus,2009,142
robbery,Cyprus,2010,156
robbery,Cyprus,2011,137
robbery,Cyprus,2012,173
robbery,Cyprus,2013,149
robbery,Cyprus,2014,104
robbery,Latvia,2008,1441
robbery,Latvia,2009,1516
robbery,Latvia,2010,1072
robbery,Latvia,2011,1047
robbery,Latvia,2012,943
robbery,Latvia,2013,917
robbery,Latvia,2014,809
robbery,Lithuania,2008,3452
robbery,Lithuania,2009,3363
robbery,Lithuania,2010,2727
robbery,Lithuania,2011,2502
robbery,Lithuania,2012,1923
robbery,Lithuania,2013,1866
robbery,Lithuania,2014,1688
robbery,Luxembourg,2008,326
robbery,Luxembourg,2009,418
robbery,Luxembourg,2010,377
robbery,Luxembourg,2011,398
robbery,Luxembourg,2012,527
robbery,Luxembourg,2013,582
robbery,Luxembourg,2014,615
robbery,Hungary,2008,3128
robbery,Hungary,2009,3159
robbery,Hungary,2010,3396
robbery,Hungary,2011,3203
robbery,Hungary,2012,3036
robbery,Hungary,2013,2298
robbery,Hungary,2014,1954
robbery,Malta,2008,147
robbery,Malta,2009,202
robbery,Malta,2010,196
robbery,Malta,2011,219
robbery,Malta,2012,257
robbery,Malta,2013,207
robbery,Malta,2014,190
robbery,Netherlands,2008,13175
robbery,Netherlands,2009,16265
robbery,Netherlands,2010,16125
robbery,Netherlands,2011,15390
robbery,Netherlands,2012,14770
robbery,Netherlands,2013,13115
robbery,Netherlands,2014,10330
robbery,Austria,2008,4786
robbery,Austria,2009,4577
robbery,Austria,2010,4310
robbery,Austria,2011,4066
robbery,Austria,2012,4092
robbery,Austria,2013,3737
robbery,Austria,2014,3481
robbery,Poland,2008,21085
robbery,Poland,2009,19267
robbery,Poland,2010,19359
robbery,Poland,2011,17729
robbery,Poland,2012,16685
robbery,Poland,2013,12389
robbery,Poland,2014,9441
robbery,Portugal,2008,20854
robbery,Portugal,2009,20472
robbery,Portugal,2010,20442
robbery,Portugal,2011,20372
robbery,Portugal,2012,18514
robbery,Portugal,2013,16590
robbery,Portugal,2014,15594
robbery,Romania,2008,2464
robbery,Romania,2009,2541
robbery,Romania,2010,2484
robbery,Romania,2011,2251
robbery,Romania,2012,3193
robbery,Romania,2013,2933
robbery,Romania,2014,6418
robbery,Slovenia,2008,386
robbery,Slovenia,2009,481
robbery,Slovenia,2010,463
robbery,Slovenia,2011,403
robbery,Slovenia,2012,391
robbery,Slovenia,2013,377
robbery,Slovenia,2014,297
robbery,Slovakia,2008,1371
robbery,Slovakia,2009,1358
robbery,Slovakia,2010,1188
robbery,Slovakia,2011,851
robbery,Slovakia,2012,974
robbery,Slovakia,2013,836
robbery,Slovakia,2014,680
robbery,Finland,2008,1696
robbery,Finland,2009,1640
robbery,Finland,2010,1508
robbery,Finland,2011,1622
robbery,Finland,2012,1616
robbery,Finland,2013,1524
robbery,Finland,2014,1689
robbery,Sweden,2008,8909
robbery,Sweden,2009,9570
robbery,Sweden,2010,9219
robbery,Sweden,2011,9719
robbery,Sweden,2012,9213
robbery,Sweden,2013,8361
robbery,Sweden,2014,8364
robbery,UK England and Wales,2008,80130
robbery,UK England and Wales,2009,75105
robbery,UK England and Wales,2010,76189
robbery,UK England and Wales,2011,74688
robbery,UK England and Wales,2012,65155
robbery,UK England and Wales,2013,57828
robbery,UK England and Wales,2014,50236
robbery,UK Scotland,2008,2963
robbery,UK Scotland,2009,2496
robbery,UK Scotland,2010,2557
robbery,UK Scotland,2011,2244
robbery,UK Scotland,2012,1832
robbery,UK Scotland,2013,1499
robbery,UK Scotland,2014,1497
robbery,UK Northern Ireland,2008,1149
robbery,UK Northern Ireland,2009,1315
robbery,UK Northern Ireland,2010,1349
robbery,UK Northern Ireland,2011,1269
robbery,UK Northern Ireland,2012,1040
robbery,UK Northern Ireland,2013,969
robbery,UK Northern Ireland,2014,906
robbery,Iceland,2008,43
robbery,Iceland,2009,60
robbery,Iceland,2010,42
robbery,Iceland,2011,42
robbery,Iceland,2012,50
robbery,Iceland,2013,49
robbery,Iceland,2014,0
robbery,Liechtenstein,2008,1
robbery,Liechtenstein,2009,2
robbery,Liechtenstein,2010,2
robbery,Liechtenstein,2011,1
robbery,Liechtenstein,2012,5
robbery,Liechtenstein,2013,1
robbery,Liechtenstein,2014,1
robbery,Norway,2008,1598
robbery,Norway,2009,1776
robbery,Norway,2010,1687
robbery,Norway,2011,1623
robbery,Norway,2012,1484
robbery,Norway,2013,1667
robbery,Norway,2014,1063
robbery,Switzerland,2008,4220
robbery,Switzerland,2009,5027
robbery,Switzerland,2010,4406
robbery,Switzerland,2011,5236
robbery,Switzerland,2012,6076
robbery,Switzerland,2013,5424
robbery,Switzerland,2014,4007
robbery,Montenegro,2008,6
robbery,Montenegro,2009,7
robbery,Montenegro,2010,3
robbery,Montenegro,2011,4
robbery,Montenegro,2012,7
robbery,Montenegro,2013,7
robbery,Montenegro,2014,8
robbery,FYR of Macedonia,2008,458
robbery,FYR of Macedonia,2009,597
robbery,FYR of Macedonia,2010,604
robbery,FYR of Macedonia,2011,513
robbery,FYR of Macedonia,2012,469
robbery,FYR of Macedonia,2013,468
robbery,FYR of Macedonia,2014,305
robbery,Albania,2008,144
robbery,Albania,2009,169
robbery,Albania,2010,236
robbery,Albania,2011,268
robbery,Albania,2012,326
robbery,Albania,2013,371
robbery,Albania,2014,297
robbery,Serbia,2008,4082
robbery,Serbia,2009,4593
robbery,Serbia,2010,3620
robbery,Serbia,2011,3548
robbery,Serbia,2012,3791
robbery,Serbia,2013,3836
robbery,Serbia,2014,3232
robbery,Turkey,2008,0
robbery,Turkey,2009,8698
robbery,Turkey,2010,8581
robbery,Turkey,2011,9662
robbery,Turkey,2012,10303
robbery,Turkey,2013,0
robbery,Turkey,2014,0
robbery,Bosnia & Herzegovina,2008,746
robbery,Bosnia & Herzegovina,2009,0
robbery,Bosnia & Herzegovina,2010,0
robbery,Bosnia & Herzegovina,2011,975
robbery,Bosnia & Herzegovina,2012,1010
robbery,Bosnia & Herzegovina,2013,1103
robbery,Bosnia & Herzegovina,2014,1025
robbery,Kosovo,2008,421
robbery,Kosovo,2009,586
robbery,Kosovo,2010,566
robbery,Kosovo,2011,629
robbery,Kosovo,2012,527
robbery,Kosovo,2013,552
robbery,Kosovo,2014,429
kidnapping,Belgium,2008,1013
kidnapping,Belgium,2009,1080
kidnapping,Belgium,2010,1122
kidnapping,Belgium,2011,1194
kidnapping,Belgium,2012,1180
kidnapping,Belgium,2013,1159
